"Entry","Positive","Strong","Active","Role","Negative","Weak","Passive","Object"
"ASH",,,,,,,,"Object"
"ASHAMED",,,,,"Negativ","Weak","Passive",
"ASIA",,,,,,,,
"ASIDE#1",,,,,,,,
"ASIDE#2",,,,,,,,
"ASK#1",,,"Active",,,,,
"ASK#2",,,"Active",,,,,
"ASLEEP",,,,,,"Weak","Passive",
"ASPECT",,,,,,,,
"ASPIRATION","Positiv",,,,,,,
"ASPIRE","Positiv",,"Active",,,,,
"ASS",,,,,,,,
"ASSAIL",,"Strong","Active",,"Negativ",,,
"ASSAILANT",,,,,"Negativ",,,
"ASSASSIN",,,,,"Negativ",,,
"ASSASSINATE",,,"Active",,"Negativ",,,
"ASSASSINATION",,,,,,,,
"ASSAULT#1",,"Strong","Active",,"Negativ",,,
"ASSAULT#2",,"Strong","Active",,"Negativ",,,
"ASSEMBLE",,,"Active",,,,,
"ASSEMBLY",,,,,,,,
"ASSENT","Positiv",,,,,,,
"ASSERT",,"Strong","Active",,,,,
"ASSERTION","Positiv","Strong",,,,,,
"ASSERTIVE",,,,,,,,
"ASSESS",,,,,,,,
"ASSESSMENT",,,,,,,,
"ASSESSOR",,,,"Role",,,,
"ASSET","Positiv","Strong",,,,,,
"ASSIGN#1",,,"Active",,,,,
"ASSIGN#2",,,"Active",,,,,
"ASSIGNMENT",,,"Active",,,,,
"ASSIMILATE",,,,,,,"Passive",
"ASSIST#1","Positiv","Strong","Active",,,,,
"ASSIST#2","Positiv","Strong","Active",,,,,
"ASSISTANCE","Positiv","Strong","Active",,,,,
"ASSISTANT","Positiv",,"Active","Role",,,,
"ASSOCIATE#1","Positiv",,"Active","Role",,,,
"ASSOCIATE#2","Positiv",,"Active",,,,,
"ASSOCIATE#3","Positiv",,,,,,"Passive",
"ASSOCIATION#1","Positiv","Strong","Active",,,,,
"ASSOCIATION#2","Positiv","Strong",,,,,,
"ASSUME#1",,,,,,,,
"ASSUME#2",,,,,,,"Passive",
"ASSUMPTION",,,,,,,"Passive",
"ASSURANCE","Positiv","Strong",,,,,,
"ASSURE#1","Positiv","Strong",,,,,,
"ASSURE#2","Positiv","Strong",,,,,,
"ASSURE#3","Positiv","Strong",,,,,,
"ASSUREDLY","Positiv","Strong",,,,,,
"ASSUREDNESS",,,,,,,,
"ASTONISH#1",,,,,,,,
"ASTONISH#2",,,,,,,,
"ASTOUND","Positiv","Strong","Active",,,,,
"ASTRAY",,,,,"Negativ","Weak","Passive",
"ASTRONOMICAL",,,,,,,,
"ASTRONOMY",,,,,,,,
"ASTUTE","Positiv",,,,,,,
"ASUNDER",,,,,"Negativ","Weak","Passive",
"AT",,,,,,,,
"ATE",,,"Active",,,,,
"ATHLETIC","Positiv","Strong",,,,,,
"ATLANTIC",,,,,,,,
"ATLANTIC-ALIANCE",,,,,,,,
"ATLANTIC-COMMUNITY",,,,,,,,
"ATLANTIC-PACT",,,,,,,,
"ATLAS",,,,,,,,"Object"
"ATMOSPHERE",,,,,,,,
"ATOM",,,,,,,,"Object"
"ATOMIC",,"Strong",,,,,,"Object"
"ATOP",,,,,,,,
"ATROCIOUS",,,,,"Negativ",,,
"ATROPHY",,,,,"Negativ","Weak","Passive",
"ATTACH",,,"Active",,,,,
"ATTACHMENT","Positiv",,,,,,,
"ATTACK#1",,"Strong","Active",,"Negativ",,,
"ATTACK#2",,"Strong","Active",,"Negativ",,,
"ATTACK#3",,,,,"Negativ",,,
"ATTACKER",,,,"Role",,,,
"ATTAIN","Positiv","Strong","Active",,,,,
"ATTAINABLE",,,,,,,,
"ATTAINMENT","Positiv","Strong","Active",,,,,
"ATTEMPT#1",,,"Active",,,,,
"ATTEMPT#2",,,"Active",,,,,
"ATTEMPT#3",,,,,,,,
"ATTEND#1","Positiv",,,,,,,
"ATTEND#2",,,"Active",,,,,
"ATTENDANCE","Positiv",,"Active",,,,,
"ATTENDANT",,,"Active","Role",,,,
"ATTENTION",,,,,,,"Passive",
"ATTENTIVE","Positiv",,,,,,"Passive",
"ATTEST",,,,,,,"Passive",
"ATTIC",,,,,,,,"Object"
"ATTITUDE",,,,,,,,
"ATTORNEY",,,,"Role",,,,
"ATTRACT","Positiv","Strong",,,,,,
"ATTRACTION","Positiv","Strong",,,,,,
"ATTRACTIVE","Positiv",,,,,,,
"ATTRACTIVENESS","Positiv",,,,,,,
"ATTRIBUTE#1",,,,,,,,
"ATTRIBUTE#2",,,,,,,,
"ATTUNE","Positiv",,,,,,,
"AUCTION",,,,,,,,
"AUDACIOUS",,"Strong",,,"Negativ",,,
"AUDACITY",,"Strong",,,"Negativ",,,
"AUDIBLE","Positiv","Strong",,,,,,
"AUDIENCE",,,,,,,,
"AUDITOR",,,,"Role",,,,
"AUGMENT","Positiv",,"Active",,,,,
"AUGMENTATION","Positiv",,,,,,,
"AUGUST",,,,,,,,
"AUNT",,,,"Role",,,,
"AUSPICIOUS","Positiv",,,,,,,
"AUSTERE",,"Strong",,,"Negativ",,,
"AUSTRALIA",,,,,,,,
"AUSTRALIAN",,,,,,,,
"AUSTRIA",,,,,,,,
"AUSTRIAN",,,,,,,,
"AUTHENTIC","Positiv",,,,,,,
"AUTHENTICITY","Positiv",,,,,,,
"AUTHOR",,,,"Role",,,,
"AUTHORISE#1",,,,,,,,
"AUTHORITARIAN",,"Strong",,"Role",,,,
"AUTHORITATIVE","Positiv","Strong",,,,,,
"AUTHORITY","Positiv","Strong",,,,,,
"AUTHORIZE#1",,"Strong",,,,,,
"AUTHORIZE#2",,"Strong","Active",,,,,
"AUTO",,,,,,,,"Object"
"AUTOCRAT",,"Strong",,,"Negativ",,,
"AUTOCRATIC",,"Strong",,,"Negativ",,,
"AUTOMATIC",,,,,,,,"Object"
"AUTOMOBILE",,,,,,,,"Object"
"AUTOMOTIVE",,,,,,,,"Object"
"AUTONOMOUS","Positiv","Strong",,,,,,
"AUTONOMY",,,,,,,,
"AUTUMN",,,,,,,,
"AUXILIARY",,,,,,,,
"AVAIL",,"Strong",,,,,"Passive",
"AVAILABILITY","Positiv",,,,,,,
"AVAILABLE",,,,,,,,
"AVARICE",,,,,"Negativ",,,
"AVARICIOUS",,,,,"Negativ",,,
"AVENGE",,"Strong","Active",,"Negativ",,,
"AVENUE",,,,,,,,
"AVERAGE#1",,,,,,"Weak",,
"AVERAGE#2",,,,,,,,
"AVERAGE#3",,,,,,,,
"AVERSION",,,,,"Negativ",,"Passive",
"AVERT",,,,,"Negativ","Weak","Passive",
"AVID","Positiv",,,,,,,
"AVOID",,,,,"Negativ","Weak","Passive",
"AVOIDANCE",,,,,"Negativ","Weak","Passive",
"AVOWAL",,,,,,,,
"AWAIT",,,,,,,"Passive",
"AWAKE",,,,,,,,
"AWAKEN",,,,,,,,
"AWARD#1","Positiv","Strong",,,,,,
"AWARD#2","Positiv","Strong","Active",,,,,
"AWARE","Positiv","Strong",,,,,"Passive",
"AWARENESS","Positiv","Strong",,,,,"Passive",
"AWAY#1",,,,,,,,
"AWAY#2",,,,,,,,
"AWAY#3",,,,,,,,
"AWAY#4",,,,,,,,
"AWE",,,,,,,,
"AWFUL#1",,"Strong",,,"Negativ",,,
"AWFUL#2",,,,,,,,
"AWFUL#3",,,,,,,,
"AWHILE",,,,,,,,
"AWKWARD",,,,,"Negativ","Weak",,
"AWKWARDNESS",,,,,"Negativ","Weak",,
"AWOKE#1",,,,,,,,
"AX",,,"Active",,"Negativ",,,
"AXE",,"Strong",,,,,,"Object"
"AXIS",,,,,,,,
"AXLE",,,,,,,,"Object"
"BABBLE",,,"Active",,"Negativ",,,
"BABY#1",,,,"Role",,"Weak",,
"BABY#2",,,,"Role",,,,
"BABY#3",,,,,,,,
"BACHELOR",,,,"Role",,,,
"BACK#1",,,,,,,,
"BACK#2","Positiv","Strong","Active",,,,,
"BACK#3",,"Strong","Active",,,,,
"BACK#4",,,,,,,,
"BACK#5","Positiv","Strong","Active",,,,,
"BACK#6",,,,,,,,
"BACK#7",,,,,,,,
"BACK#8",,,,,,,,
"BACKBONE","Positiv","Strong",,,,,,
"BACKER","Positiv","Strong",,"Role",,,,
"BACKGROUND",,,,,,,,
"BACKING","Positiv",,,,,,,
"BACKWARD",,,,,"Negativ","Weak",,
"BACKWARDNESS",,,,,"Negativ","Weak",,
"BACON",,,,,,,,"Object"
"BAD",,,,,"Negativ",,,
"BADGER",,,,,,,,
"BADLY",,,,,"Negativ",,,
"BAFFLE",,,,,"Negativ",,,
"BAFFLEMENT",,,,,"Negativ",,,
"BAG#1",,,,,,,,"Object"
"BAG#2",,,,,,,,
"BAIL",,,"Active",,"Negativ","Weak",,
"BAIT",,,"Active",,"Negativ",,,
"BAKE",,,,,,,,
"BAKER",,,,"Role",,,,
"BALANCE#1",,"Strong",,,,,,
"BALANCE#2",,"Strong",,,,,,
"BALE",,,,,,,,"Object"
"BALK",,,,,"Negativ","Weak","Passive",
"BALL#1",,,,,,,,"Object"
"BALL#2",,,,,,,,
"BALL#3",,,,,,,,
"BALL#4",,"Strong",,,,,,
"BALL#5","Positiv",,,,,,,
"BALL#6","Positiv","Strong",,,,,,
"BALLET",,,,,,,,
"BALLISTIC",,,,,,,,"Object"
"BALLOON",,,,,,,,"Object"
"BALLOT",,,,,,,,
"BALMY","Positiv",,,,,,,
"BAN#1",,,,,,,,
"BAN#2",,,,,,,,
"BANAL",,,,,"Negativ",,,
"BAND#1",,,,,,,,
"BAND#2",,"Strong",,,,,,
"BANDIT",,,,,"Negativ",,,
"BANDSTAND",,,,,,,,
"BANE",,,,,"Negativ","Weak","Passive",
"BANISH#1",,"Strong","Active",,"Negativ",,,
"BANISH#2",,"Strong","Active",,"Negativ",,,
"BANISHMENT",,,,,"Negativ",,,
"BANK#1",,,,,,,,
"BANK#2",,,,,,,,
"BANK#3",,,,,,,,
"BANK#4",,,,,,,,
"BANKER",,,,"Role",,,,
"BANKRUPT",,,,,"Negativ",,,
"BANKRUPTCY",,,,,"Negativ",,,
"BANQUET",,,,,,,,
"BANTER#1",,,,,,"Weak",,
"BANTER#2",,,,,,"Weak",,
"BAPTISM","Positiv",,,,,,,
"BAPTIZE","Positiv",,"Active",,,,,
"BAR#1",,,,,,,,
"BAR#2",,,,,,,,"Object"
"BAR#3",,,"Active",,,,,"Object"
"BAR#4",,"Strong","Active",,"Negativ",,,
"BAR#5",,,,,,,,
"BAR#6",,,,,,,,
"BARBARIAN",,,,,"Negativ",,,
"BARBAROUS",,,,,"Negativ",,,
"BARBER",,,,"Role",,,,
"BARD",,,,"Role",,,,
"BARELY",,,,,,,,
"BARGAIN","Positiv",,"Active",,,,,
"BARK#1",,,,,,,,
"BARK#2",,,,,,,,
"BARN",,,,,,,,
"BARREL",,,,,,,,"Object"
"BARREN",,,,,"Negativ","Weak","Passive",
"BARRIER",,,,,"Negativ",,,"Object"
"BASE#1",,"Strong",,,,,,
"BASE#2",,"Strong",,,,,,
"BASEBALL",,,,,,,,
"BASEMENT",,,,,,,,"Object"
"BASHFUL",,,,,"Negativ","Weak","Passive",
"BASIC#1","Positiv",,,,,,,
"BASIC#2","Positiv",,,,,,,
"BASIS",,,,,,,,
"BASKET",,,,,,,,"Object"
"BASTARD",,,,"Role","Negativ",,,
"BAT#1",,,,,,,,
"BAT#2",,,,,,,,
"BATH",,,,,,,,"Object"
"BATHE",,,,,,,,
"BATHROOM#1",,,,,,,,"Object"
"BATHROOM#2",,,,,,,,
"BATTLE#1",,"Strong","Active",,"Negativ",,,
"BATTLE#2",,"Strong","Active",,"Negativ",,,
"BATTLEFIELD",,,,,"Negativ",,,
"BATTLESHIP",,,,,,,,
"BAVARIA",,,,,,,,
"BAY",,,,,,,,
"BE#1",,,,,,,,
"BE#2",,,,,,,,
"BE#3",,,,,,,,
"BE#4",,,,,,,,
"BEACH",,,,,,,,
"BEACON","Positiv",,,,,,,
"BEAM#1",,,,,,,,
"BEAM#2",,,,,,,,
"BEAN",,,,,,,,"Object"
"BEAR#1",,,,,,,,
"BEAR#10",,,,,,,,
"BEAR#2",,"Strong",,,,,,
"BEAR#3",,,,,,,,
"BEAR#4",,,,,,,,
"BEAR#5",,,,,,,,
"BEAR#6",,,,,,,,
"BEAR#7",,,,,,,,
"BEAR#8",,,,,,,,"Object"
"BEAR#9",,,,,,,,"Object"
"BEAR#_10",,"Strong","Active",,,,,
"BEARD",,,,,,,,
"BEARER",,,,"Role",,,,
"BEASTLY",,,,,"Negativ",,,
"BEAT#1",,,,,,,,
"BEAT#2",,"Strong","Active",,"Negativ",,,
"BEAT#3",,"Strong",,,"Negativ",,,
"BEAT#4",,,,,"Negativ","Weak","Passive",
"BEATEN#1",,,,,,,,
"BEAUTEOUS","Positiv",,,,,,,
"BEAUTIFUL",,,,,,,,
"BEAUTIFY","Positiv","Strong","Active",,,,,
"BEAUTY","Positiv",,,,,,,
"BEAVER",,,,,,,,
"BECAME",,,,,,,"Passive",
"BECAUSE#1",,,,,,,,
"BECAUSE#2",,,,,,,,
"BECKON",,,"Active",,,,,
"BECOME",,,,,,,"Passive",
"BED#1",,,,,,,,"Object"
"BED#2",,,,,,,,"Object"
"BED#3",,,,,,,,
"BED#4",,,,,,,,
"BEDROOM",,,,,,,,"Object"
"BEEF",,,,,,,,"Object"
"BEEN#1",,,,,,,"Passive",
"BEEN#2",,,,,,,,
"BEEN#3",,,,,,,,
"BEEP",,,,,,,,
"BEER",,,,,,,,"Object"
"BEFIT","Positiv",,,,,,"Passive",
"BEFITTING","Positiv",,,,,,"Passive",
"BEFORE",,,,,,,,
"BEFRIEND","Positiv",,"Active",,,,,
"BEG",,,"Active",,"Negativ","Weak",,
"BEGAN",,,"Active",,,,,
"BEGGAR",,,,,"Negativ","Weak",,
"BEGIN#1",,,"Active",,,,,
"BEGIN#2",,,,,,,,
"BEGINNER",,,,"Role",,,,
"BEGUN",,,"Active",,,,,
"BEHALF","Positiv",,,,,,,
"BEHAVE",,,"Active",,,,,
"BEHAVIOR",,,"Active",,,,,
"BEHAVIOUR#1",,,,,,,,
"BEHEAD",,,,,"Negativ",,,
"BEHIND",,,,,,,,
"BEING#1",,,,,,,"Passive",
"BEING#2",,,,"Role",,,,
"BEING#3",,,,,,,,
"BELATED",,,,,"Negativ",,,
"BELGIAN",,,,,,,,
"BELGIUM",,,,,,,,
"BELIE",,,"Active",,"Negativ",,,
"BELIEF",,,,,,,"Passive",
"BELIEVE#1",,,,,,,"Passive",
"BELIEVE#2",,,,,,,"Passive",
"BELIEVE#3",,,,,,,"Passive",
"BELIEVER",,,,"Role",,,"Passive",
"BELITTLE",,,,,"Negativ",,,
"BELLIGERENT",,,,,"Negativ",,,
"BELLY",,,,,,,,
"BELONG#1",,,,,,"Weak","Passive",
"BELONG#2",,,,,,,,"Object"
"BELOVED","Positiv",,,,,,,
"BELOW",,,,,,,,
"BELT#1",,,,,,,,"Object"
"BELT#2",,"Strong","Active",,"Negativ",,,
"BEND#1",,,,,,,,
"BEND#2",,,,,,"Weak","Passive",
"BENEATH",,,,,,,,
"BENEFACTOR","Positiv",,,"Role",,,,
"BENEFICENT","Positiv",,,,,,,
"BENEFICIAL","Positiv",,,,,,,
"BENEFICIARY","Positiv",,,"Role",,,,
"BENEFIT#1","Positiv",,,,,,,
"BENEFIT#2","Positiv","Strong",,,,,,
"BENEFIT#3","Positiv","Strong",,,,,,
"BENEVOLENCE","Positiv",,,,,,,
"BENEVOLENT","Positiv",,,,,,,
"BENIGN","Positiv",,,,,,"Passive",
"BENT",,,,,,"Weak","Passive",
"BEQUEATH","Positiv",,"Active",,,,,
"BERATE",,,,,,,,
"BEREAVE",,,,,"Negativ",,,
"BEREAVEMENT",,,,,"Negativ","Weak","Passive",
"BEREFT",,,,"Role","Negativ","Weak",,
"BERLIN",,,,,,,,
"BERSERK",,,,,"Negativ",,,
"BESEECH",,,"Active",,"Negativ","Weak",,
"BESET",,,,,"Negativ",,,
"BESIDE#1",,,,,,,,
"BESIDE#2",,,,,,,,
"BESIDE#3",,,,,,,,
"BESIEGE",,,"Active",,"Negativ",,,
"BEST","Positiv",,,,,,,
"BESTOW","Positiv","Strong","Active",,,,,
"BET#1",,,"Active",,,,,
"BET#2",,,"Active",,,,,
"BETRAY",,,,,"Negativ",,,
"BETRAYAL",,,,,"Negativ",,,
"BETROTH","Positiv",,"Active",,,,,
"BETROTHAL","Positiv",,,,,,,
"BETTER#1","Positiv",,,,,,,
"BETTER#2","Positiv",,"Active",,,,,
"BETTER#3",,,,,,,,
"BETTERMENT",,,,,,,,
"BETWEEN",,,,,,,,
"BEWARE",,"Strong",,,"Negativ",,,
"BEWILDER",,,,,"Negativ",,,
"BEWILDERMENT",,,,,"Negativ",,,
"BEYOND",,,,,,,,
"BIBLE",,,,,,,,"Object"
"BIBLICAL",,,,,,,,"Object"
"BICEP",,,,,,,,
"BID#1",,,"Active",,,,,
"BID#2",,,"Active",,,,,
"BIG",,"Strong",,,,,,
"BIGOTRY",,,,,,,,
"BILATERAL",,,,,,,,
"BILL#1",,,,,,,,"Object"
"BILL#2",,,,,,,,"Object"
"BILLION",,,,,,,,
"BIN",,,,,,,,"Object"
"BIOGRAPHY",,,,,,,,
"BIOLOGICAL",,,,,,,,
"BIRD",,,,,,,,
"BIRTH#1",,,,,,,,
"BIRTH#2",,,,,,,,
"BIRTHDAY",,,,,,,,
"BIRTHPLACE",,,,,,,,
"BISHOP",,,,"Role",,,,
"BIT#1",,,,,,"Weak",,
"BIT#2",,,"Active",,"Negativ",,,
"BITCHY",,,,,"Negativ",,,
"BITE#1",,,"Active",,"Negativ",,,
"BITE#2",,,"Active",,"Negativ",,,
"BITE#3",,,,,"Negativ",,,
"BITTEN#1",,,,,,,,
"BITTER",,,,,"Negativ",,"Passive",
"BITTERNESS",,,,,"Negativ",,"Passive",
"BITUMINOUS",,,,,,,,
"BIZARRE",,,,,"Negativ",,,
"BLACK#1",,,,,,,,
"BLACK#2",,,,"Role",,,,
"BLACK#3",,,,,,,,
"BLACK#4",,,,,,,,
"BLACKMAIL",,,"Active",,"Negativ",,,
"BLADE",,,,,,,,"Object"
"BLAH",,,,,"Negativ",,,
"BLAME#1",,,,,"Negativ",,,
"BLAME#2",,,,,"Negativ",,,
"BLAMELESS","Positiv",,,,,,,
"BLAND",,,,,"Negativ","Weak",,
"BLANKET",,,,,,,,"Object"
"BLAST#1",,"Strong","Active",,"Negativ",,,
"BLAST#2",,"Strong","Active",,"Negativ",,,
"BLATANT",,"Strong",,,"Negativ",,,
"BLEAK",,,,,"Negativ",,,
"BLEED#1",,,,,,"Weak","Passive",
"BLEED#2",,,,,,"Weak","Passive",
"BLEMISH",,,,,"Negativ","Weak",,
"BLESS#1","Positiv",,,,,,"Passive",
"BLESS#2","Positiv",,,,,,,
"BLESS#3","Positiv",,,,,,,
"BLIND#1",,,,"Role","Negativ","Weak",,
"BLIND#2",,,,,"Negativ",,,
"BLIND#3",,,,,"Negativ","Weak",,
"BLIND#4",,"Strong",,,"Negativ",,,
"BLIND#5",,,,,,,,"Object"
"BLINDNESS",,,,,"Negativ","Weak",,
"BLINK#1",,,,,,,"Passive",
"BLINK#2",,,,,,,"Passive",
"BLISS","Positiv",,,,,,,
"BLISSFUL","Positiv",,,,,,,
"BLITHE","Positiv",,,,,,,
"BLIZZARD",,,,,,,,
"BLOC",,"Strong",,,,,,
"BLOCK#1",,"Strong",,,"Negativ",,"Passive",
"BLOCK#2",,"Strong","Active",,"Negativ",,,
"BLOCKADE",,"Strong",,,,,,
"BLOCKHEAD",,,,,"Negativ","Weak",,
"BLOOD",,,,,,,,
"BLOODSHED",,,,,"Negativ","Weak",,
"BLOODTHIRSTY",,"Strong",,,"Negativ",,,
"BLOODY",,,,,"Negativ",,,
"BLOOM","Positiv",,"Active",,,,,
"BLOSSOM","Positiv",,"Active",,,,,
"BLOW#1",,"Strong","Active",,"Negativ",,,
"BLOW#2",,"Strong","Active",,,,,
"BLOW#3",,"Strong","Active",,"Negativ",,,
"BLOWER",,,,,,,,"Object"
"BLOWN#1",,,,,,,,
"BLUE#1",,,,,,,,
"BLUE#2",,,,,,,,
"BLUE#3",,,,,,,,
"BLUE#4",,,,,,,,
"BLUNDER",,,"Active",,"Negativ","Weak",,
"BLUNT",,"Strong",,,"Negativ",,,
"BLUR",,,"Active",,"Negativ","Weak",,
"BLURT",,,"Active",,"Negativ",,,
"BOARD#1",,,,,,,,
"BOARD#2",,,,,,,,"Object"
"BOARD#3",,,,,,,,"Object"
"BOARD#4",,,,,,,,
"BOARD#5",,,,,,,,
"BOARD#6",,,,,,,,
"BOARD#7",,,,,"Negativ",,,
"BOARD#8","Positiv",,,,,,,
"BOARD#9",,,,,,,,
"BOARD#_10",,,,,,,,
"BOARDER",,,,"Role",,,,
"BOAST",,,"Active",,"Negativ",,,
"BOASTFUL",,,,,"Negativ",,,
"BOAT",,,,,,,,"Object"
"BOATSWAIN",,,,"Role",,,,
"BODY#1",,,,,,,,
"BODY#2",,,,,,,,
"BODY#3",,,,,,,,
"BODY#4",,"Strong",,,,,,
"BODY#5",,,,,,,,
"BOGUS",,,,,"Negativ",,,
"BOIL#1",,,"Active",,,,,
"BOIL#2",,,"Active",,,,,
"BOISTEROUS",,"Strong",,,"Negativ",,,
"BOLD",,"Strong","Active",,,,,
"BOLDNESS","Positiv","Strong",,,,,,
"BOLIVIA",,,,,,,,
"BOLSTER","Positiv","Strong","Active",,,,,
"BOLT",,,"Active",,"Negativ",,,
"BOMB#1",,"Strong",,,"Negativ",,,"Object"
"BOMB#2",,"Strong","Active",,"Negativ",,,
"BOMBARD",,,"Active",,"Negativ",,,
"BOMBARDMENT",,,,,"Negativ",,,
"BOND",,"Strong",,,,,,
"BONDAGE",,,,,"Negativ","Weak","Passive",
"BONE",,,,,,,,
"BONNY","Positiv",,,,,,,
"BONUS","Positiv",,,,,,,
"BOOK",,,,,,,,"Object"
"BOOKKEEPING",,,,,,,,
"BOOM","Positiv","Strong",,,,,,
"BOOST#1","Positiv","Strong","Active",,,,,
"BOOST#2","Positiv","Strong","Active",,,,,
"BOOT",,,"Active",,"Negativ",,,
"BORDER#1",,,,,,,,
"BORDER#2",,,,,,,,
"BORE#1",,,,,"Negativ",,,
"BORE#2",,,,,,,,"Object"
"BORE#3",,"Strong","Active",,,,,
"BORE#4",,,,,,,,
"BORE#5",,,,,"Negativ",,"Passive",
"BORE#6",,,,,"Negativ",,,
"BOREDOM",,,,,"Negativ",,,
"BORN",,,,,,,"Passive",
"BORNE",,,,,,,,
"BORROW#1",,,,,,,,
"BORROW#2",,,,,,"Weak",,
"BOSOM",,,,,,,,
"BOSS",,"Strong","Active","Role",,,,
"BOSTON",,,,,,,,
"BOTH#1",,,,,,,,
"BOTH#2",,,,,,,,
"BOTH#3",,,,,,,,
"BOTHER#1",,,"Active",,"Negativ",,,
"BOTHER#2",,,"Active",,,,,
"BOTHER#3",,,,,"Negativ",,,
"BOTHERSOME",,,,,"Negativ",,,
"BOTTLE",,,,,,,,"Object"
"BOTTOM",,,,,,,,
"BOUGHT",,,"Active",,,,,
"BOULDER",,,,,,,,"Object"
"BOULEVARD",,,,,,,,
"BOUNCE",,,"Active",,,,,
"BOUND#1",,,,,,,,
"BOUND#2",,"Strong",,,,,,
"BOUND#3",,,,,"Negativ","Weak","Passive",
"BOUND#4",,,,,,,,
"BOUND#5",,,,,,,,
"BOUNDARY",,,,,,,,
"BOUNDLESS","Positiv","Strong",,,,,,
"BOUNTIFUL","Positiv","Strong",,,,,,
"BOUNTY",,,,,,,,
"BOURGEOIS",,,,,,,,
"BOURGEOISIE",,,,,,,,
"BOUT",,,"Active",,"Negativ",,,
"BOW#1",,,,,,,,"Object"
"BOW#2",,,,,,"Weak",,
"BOW#3",,,,,,"Weak","Passive",
"BOWER",,,,,,,,
"BOWL#1",,,,,,,,"Object"
"BOWL#2",,,,,,,,
"BOX#1",,,,,,,,"Object"
"BOX#2",,"Strong","Active",,"Negativ",,,
"BOX#3",,,"Active",,,,,
"BOX#4",,"Strong","Active",,,,,
"BOXER",,"Strong","Active","Role",,,,
"BOY",,,,"Role",,,,
"BOYCOTT#1",,,"Active",,,,,
"BOYCOTT#2",,,"Active",,,,,
"BRACE#1",,"Strong",,,,,,"Object"
"BRACE#2",,"Strong",,,,,,
"BRAG",,,"Active",,"Negativ",,,
"BRAIN",,,,,,,,
"BRAINY","Positiv",,,,,,,
"BRAKE",,,,,,,,"Object"
"BRANCH#1",,,,,,,,
"BRANCH#2",,,,,,,,
"BRANCH#3",,,"Active",,,,,
"BRAND#1",,,,,,,,
"BRAND#2",,,,,,,,
"BRANDISH",,"Strong","Active",,"Negativ",,,
"BRANDY",,,,,,,,"Object"
"BRASS",,,,,,,,"Object"
"BRAT",,,,,"Negativ",,,
"BRAVADO",,"Strong",,,"Negativ",,,
"BRAVE","Positiv","Strong",,,,,,
"BRAVERY","Positiv","Strong",,,,,,
"BRAWL",,,"Active",,"Negativ",,,
"BRAZEN",,"Strong",,,"Negativ",,,
"BRAZIL",,,,,,,,
"BREACH",,"Strong","Active",,"Negativ",,,
"BREAD",,,,,,,,"Object"
"BREADWINNER","Positiv",,,"Role",,,,
"BREAK#1",,"Strong","Active",,"Negativ",,,
"BREAK#2",,,,,,,,
"BREAK#3",,,,,,,,
"BREAK#4",,,"Active",,"Negativ",,,
"BREAK#5",,,,,"Negativ","Weak","Passive",
"BREAKDOWN",,,,,"Negativ","Weak","Passive",
"BREAKER",,,,,,,,
"BREAKFAST",,,,,,,,"Object"
"BREAST",,,,,,,,
"BREATH#1",,,,,,,,
"BREATH#2",,,,,,,,
"BREATHLESS",,,,,,,,
"BREED#1",,,,,,,,
"BREED#2",,,"Active",,,,,
"BREEZE",,,,,,,,
"BRIBE",,,,,"Negativ",,,
"BRIDE",,,,"Role",,,,
"BRIDGE#1",,,,,,,,
"BRIDGE#2",,,,,,,,
"BRIDGE#3",,"Strong",,,,,,
"BRIEF",,,,,,,,
"BRIGHT","Positiv",,,,,,,
"BRIGHTNESS","Positiv",,,,,,,
"BRILLIANCE","Positiv",,,,,,,
"BRILLIANT","Positiv",,,,,,,
"BRING#1",,,"Active",,,,,
"BRING#2",,,"Active",,,,,
"BRING#3",,,"Active",,,,,
"BRING#4",,,"Active",,,,,
"BRING#5",,,"Active",,,,,
"BRING#6",,,"Active",,,,,
"BRING#7",,,"Active",,,,,
"BRISTLE",,,,,"Negativ",,"Passive",
"BRITAIN",,,,,,,,
"BRITISH",,,,,,,,
"BRITTLE",,,,,"Negativ","Weak",,
"BROAD",,"Strong",,,,,,
"BROADCAST#1",,,,,,,,
"BROADCAST#2",,,,,,,,
"BROADEN",,"Strong",,,,,,
"BROADNESS",,"Strong",,,,,,
"BROKE#1",,"Strong","Active",,,,,
"BROKE#2",,,,,,,,
"BROKE#3",,,,,"Negativ",,,
"BROKE#4",,,,,,,,
"BROKE#5",,,"Active",,"Negativ",,,
"BROKE#6",,,,,"Negativ",,"Passive",
"BROKE#7",,,,,"Negativ","Weak","Passive",
"BROKEN#1",,,,,,,,
"BROKEN-HEARTED",,,,,"Negativ","Weak",,
"BROKER",,,,"Role",,,,
"BRONZE",,,,,,,,
"BROOD",,,,,"Negativ",,,
"BROTHER",,,,"Role",,,,
"BROTHERHOOD","Positiv","Strong",,,,,,
"BROTHERLY","Positiv",,,,,,,
"BROUGHT#1",,,,,,,,
"BROWN",,,,,,,,
"BRUISE",,,,,"Negativ",,,
"BRUSH#1",,,,,,,,"Object"
"BRUSH#2",,,,,,,,
"BRUSQUE",,,,,"Negativ",,,
"BRUTAL",,,,,,,,
"BRUTALITY",,"Strong","Active",,"Negativ",,,
"BRUTE",,,,,"Negativ",,,
"BRUTISH",,,,,"Negativ",,,
"BUBBLE#1",,,,,,,,
"BUBBLE#2",,,,,,,,
